kkk	chr	32000000	+	chr	32000000	+	3000
kkk	chr	32000000	+	chr	32004000	+	3000
kkk	chr	32000000	+	chr	32008000	+	3000
kkk	chr	32000000	+	chr	32012000	+	1704.003330
kkk	chr	32000000	+	chr	32016000	+	1549.873140
kkk	chr	32000000	+	chr	32020000	+	1424.405630
kkk	chr	32000000	+	chr	32024000	+	1076.101550
kkk	chr	32000000	+	chr	32028000	+	826.308830
kkk	chr	32000000	+	chr	32032000	+	678.507590
kkk	chr	32000000	+	chr	32036000	+	678.150570
kkk	chr	32000000	+	chr	32040000	+	611.962720
kkk	chr	32000000	+	chr	32044000	+	493.092700
kkk	chr	32000000	+	chr	32048000	+	529.052300
kkk	chr	32000000	+	chr	32052000	+	427.220280
kkk	chr	32000000	+	chr	32056000	+	391.860660
kkk	chr	32000000	+	chr	32060000	+	400.309740
kkk	chr	32000000	+	chr	32064000	+	359.491930
kkk	chr	32000000	+	chr	32068000	+	259.846630
kkk	chr	32000000	+	chr	32072000	+	278.046030
kkk	chr	32000000	+	chr	32076000	+	130.420870
kkk	chr	32000000	+	chr	32080000	+	170.188100
kkk	chr	32000000	+	chr	32084000	+	223.394910
kkk	chr	32000000	+	chr	32088000	+	278.883030
kkk	chr	32000000	+	chr	32092000	+	214.303730
kkk	chr	32000000	+	chr	32096000	+	141.786910
kkk	chr	32000000	+	chr	32100000	+	89.145470
kkk	chr	32000000	+	chr	32104000	+	145.810920
kkk	chr	32000000	+	chr	32108000	+	119.252590
kkk	chr	32000000	+	chr	32112000	+	148.640510
kkk	chr	32000000	+	chr	32116000	+	118.912110
kkk	chr	32000000	+	chr	32120000	+	121.382310
kkk	chr	32000000	+	chr	32124000	+	83.044270
kkk	chr	32000000	+	chr	32128000	+	105.475140
kkk	chr	32000000	+	chr	32132000	+	88.415330
kkk	chr	32000000	+	chr	32136000	+	69.974080
kkk	chr	32000000	+	chr	32140000	+	49.027380
kkk	chr	32000000	+	chr	32144000	+	51.412830
kkk	chr	32000000	+	chr	32148000	+	32.512920
kkk	chr	32000000	+	chr	32152000	+	22.902030
kkk	chr	32000000	+	chr	32156000	+	35.751500
kkk	chr	32000000	+	chr	32160000	+	22.432030
kkk	chr	32000000	+	chr	32164000	+	23.178590
kkk	chr	32000000	+	chr	32168000	+	20.758440
kkk	chr	32000000	+	chr	32172000	+	29.523080
kkk	chr	32000000	+	chr	32176000	+	24.799210
kkk	chr	32000000	+	chr	32180000	+	39.341240
kkk	chr	32000000	+	chr	32184000	+	34.402760
kkk	chr	32000000	+	chr	32188000	+	44.531150
kkk	chr	32000000	+	chr	32192000	+	48.185030
kkk	chr	32000000	+	chr	32196000	+	51.728910
kkk	chr	32000000	+	chr	32200000	+	86.747750
kkk	chr	32000000	+	chr	32204000	+	100.696140
kkk	chr	32000000	+	chr	32208000	+	131.422410
kkk	chr	32000000	+	chr	32212000	+	120.511190
kkk	chr	32000000	+	chr	32216000	+	137.211100
kkk	chr	32000000	+	chr	32220000	+	132.886270
kkk	chr	32000000	+	chr	32224000	+	251.313930
kkk	chr	32000000	+	chr	32228000	+	227.477310
kkk	chr	32000000	+	chr	32232000	+	216.412140
kkk	chr	32000000	+	chr	32236000	+	404.856170
kkk	chr	32000000	+	chr	32240000	+	283.502280
kkk	chr	32000000	+	chr	32244000	+	249.981590
kkk	chr	32000000	+	chr	32248000	+	272.168860
kkk	chr	32000000	+	chr	32252000	+	250.740700
kkk	chr	32000000	+	chr	32256000	+	281.840740
kkk	chr	32000000	+	chr	32260000	+	262.128580
kkk	chr	32000000	+	chr	32264000	+	309.980410
kkk	chr	32000000	+	chr	32268000	+	446.515330
kkk	chr	32000000	+	chr	32272000	+	349.613580
kkk	chr	32000000	+	chr	32276000	+	279.052890
kkk	chr	32000000	+	chr	32280000	+	289.815710
kkk	chr	32000000	+	chr	32284000	+	229.690800
kkk	chr	32000000	+	chr	32288000	+	253.513440
kkk	chr	32000000	+	chr	32292000	+	255.978710
kkk	chr	32000000	+	chr	32296000	+	243.219000
kkk	chr	32004000	+	chr	32000000	+	3000
kkk	chr	32004000	+	chr	32004000	+	3000
kkk	chr	32004000	+	chr	32008000	+	3000
kkk	chr	32004000	+	chr	32012000	+	3000
kkk	chr	32004000	+	chr	32016000	+	1898.707610
kkk	chr	32004000	+	chr	32020000	+	1791.458838
kkk	chr	32004000	+	chr	32024000	+	1063.010890
kkk	chr	32004000	+	chr	32028000	+	920.003462
kkk	chr	32004000	+	chr	32032000	+	630.885480
kkk	chr	32004000	+	chr	32036000	+	690.488315
kkk	chr	32004000	+	chr	32040000	+	533.983790
kkk	chr	32004000	+	chr	32044000	+	528.410815
kkk	chr	32004000	+	chr	32048000	+	483.815190
kkk	chr	32004000	+	chr	32052000	+	441.957950
kkk	chr	32004000	+	chr	32056000	+	365.140250
kkk	chr	32004000	+	chr	32060000	+	379.954932
kkk	chr	32004000	+	chr	32064000	+	305.337150
kkk	chr	32004000	+	chr	32068000	+	280.391758
kkk	chr	32004000	+	chr	32072000	+	257.970250
kkk	chr	32004000	+	chr	32076000	+	167.338540
kkk	chr	32004000	+	chr	32080000	+	152.591660
kkk	chr	32004000	+	chr	32084000	+	192.896975
kkk	chr	32004000	+	chr	32088000	+	191.784850
kkk	chr	32004000	+	chr	32092000	+	199.055348
kkk	chr	32004000	+	chr	32096000	+	127.659080
kkk	chr	32004000	+	chr	32100000	+	73.608800
kkk	chr	32004000	+	chr	32104000	+	117.401727
kkk	chr	32004000	+	chr	32108000	+	93.902710
kkk	chr	32004000	+	chr	32112000	+	122.116017
kkk	chr	32004000	+	chr	32116000	+	85.592720
kkk	chr	32004000	+	chr	32120000	+	58.732080
